key,type
1664,Teaching only
1665,Teaching only
1666,Teaching only
1667,Teaching only
1668,Teaching only
1669,Teaching only
1670,Teaching only
1671,Teaching only
1672,Teaching only
1673,Teaching only
1674,Teaching only
1675,Teaching only
1676,Teaching only
1677,Teaching only
1678,Teaching only
1679,Teaching only
1680,Teaching only
1681,Teaching only
1682,Teaching only
1683,Teaching only
1684,Teaching only
1685,Teaching only
1686,Teaching only
1687,Teaching only
1688,Teaching only
1689,Teaching only
1690,Teaching only
1691,Teaching only
1692,Teaching only
1693,Teaching only
1694,Teaching only
1695,Teaching only
1696,Teaching only
1697,Teaching only
1698,Teaching only
1699,Teaching only
1700,Teaching only
1701,Teaching only
1702,Teaching only
1703,Teaching only
1704,Teaching only
1705,Teaching only
1706,Teaching only
1707,Teaching only
1708,Teaching only
1709,Teaching only
1710,Teaching only
1711,Teaching only
1712,Teaching only
1713,Teaching only
1714,Teaching only
1715,Teaching only
1716,Teaching only
1717,Teaching only
1718,Teaching only
1719,Teaching only
1720,Teaching only
1721,Teaching only
1722,Teaching only
1723,Teaching only
1724,Teaching only
1725,Teaching only
1726,Teaching only
1727,Teaching only
1728,Teaching only
1729,Teaching only
1730,Teaching only
1731,Teaching only
1732,Teaching only
1733,Teaching only
1734,Teaching only
1735,Teaching only
1736,Teaching only
1737,Teaching only
1738,Teaching only
1739,Teaching only
1740,Teaching only
1741,Teaching only
1742,Teaching only
1743,Teaching only
1744,Teaching only
1745,Teaching only
1746,Teaching only
1747,Teaching only
1748,Teaching only
1749,Teaching only
1750,Teaching only
1751,Teaching only
1752,Teaching only
1753,Teaching only
1754,Teaching only
1755,Teaching only
1756,Teaching only
1757,Teaching only
1758,Teaching only
1759,Teaching only
1760,Teaching only
1761,Teaching only
1762,Teaching only
1763,Teaching only
1764,Teaching only
1765,Teaching only
1766,Teaching only
1767,Teaching only
1768,Teaching only
1769,Teaching only
1770,Teaching only
1771,Teaching only
1772,Teaching only
1773,Teaching only
1774,Teaching only
1775,Teaching only
1776,Teaching only
1777,Teaching only
1778,Teaching only
1779,Teaching only
1780,Teaching only
1781,Teaching only
1782,Teaching only
1783,Teaching only
1784,Teaching only
1785,Teaching only
1786,Teaching only
1787,Teaching only
1788,Teaching only
1789,Teaching only
1790,Teaching only
1791,Teaching only
1792,Teaching only
1793,Teaching only
1794,Teaching only
1795,Teaching only
1796,Teaching only
1797,Teaching only
1798,Teaching only
1799,Teaching only
1800,Teaching only
1801,Teaching only
1802,Teaching only
1803,Teaching only
1804,Teaching only
1805,Teaching only
1806,Teaching only
1807,Teaching only
1808,Teaching only
1809,Teaching only
1810,Teaching only
1811,Teaching only
1812,Teaching only
1813,Teaching only
1814,Teaching only
1815,Teaching only
1816,Teaching only
1817,Teaching only
1818,Teaching only
1819,Teaching only
1820,Teaching only
1821,Teaching only
1822,Teaching only
1823,Teaching only
1824,Teaching only
1825,Teaching only
1826,Teaching only
1827,Teaching only
1828,Teaching only
1829,Teaching only
1830,Teaching only
1831,Teaching only
1832,Teaching only
1833,Teaching only
1834,Teaching only
1835,Teaching only
1836,Teaching only
1837,Teaching only
1838,Teaching only
1839,Teaching only
1840,Teaching only
1841,Teaching only
1842,Teaching only
1843,Teaching only
1844,Teaching only
1845,Teaching only
1846,Teaching only
1847,Teaching only
1848,Teaching only
1849,Teaching only
1850,Teaching only
1851,Teaching only
1852,Teaching only
1853,Teaching only
1854,Teaching only
1855,Teaching only
1856,Teaching only
1857,Teaching only
1858,Teaching only
1859,Teaching only
1860,Teaching only
1861,Teaching only
1862,Teaching only
1863,Teaching only
1864,Teaching only
1865,Teaching only
1866,Teaching only
1867,Teaching only
1868,Teaching only
1869,Teaching only
1870,Teaching only
1871,Teaching only
1872,Teaching only
1873,Teaching only
1874,Teaching only
1875,Teaching only
1876,Teaching only
1877,Teaching only
1878,Teaching only
1879,Teaching only
1880,Teaching only
1881,Teaching only
1882,Teaching only
1883,Teaching only
1884,Teaching only
1885,Teaching only
1886,Teaching only
1887,Teaching only
1888,Teaching only
1889,Teaching only
1890,Teaching only
1891,Teaching only
1892,Teaching only
1893,Teaching only
1894,Teaching only
1895,Teaching only
1896,Teaching only
1897,Teaching only
1898,Teaching only
1899,Teaching only
1900,Teaching only
1901,Teaching only
1902,Teaching only
1903,Teaching only
1904,Teaching only
1905,Teaching only
1906,Teaching only
1907,Teaching only
1908,Teaching only
1909,Teaching only
1910,Teaching only
1911,Teaching only
1912,Teaching only
1913,Teaching only
1914,Teaching only
1915,Teaching only
1916,Teaching only
1917,Teaching only
1918,Teaching only
1919,Teaching only
1920,Teaching only
1921,Teaching only
1922,Teaching only
1923,Teaching only
1924,Teaching only
1925,Teaching only
1926,Teaching only
1927,Teaching only
1928,Teaching only
1929,Teaching only
1930,Teaching only
1931,Teaching only
1932,Teaching only
1933,Teaching only
1934,Teaching only
1935,Teaching only
1936,Teaching only
1937,Teaching only
1938,Teaching only
1939,Teaching only
1940,Teaching only
1941,Teaching only
1942,Teaching only
1943,Teaching only
1944,Teaching only
1945,Teaching only
1946,Teaching only
1947,Teaching only
1948,Teaching only
1949,Teaching only
1950,Teaching only
1951,Teaching only
1952,Teaching only
1953,Teaching only
1954,Teaching only
1955,Teaching only
1956,Teaching only
1957,Teaching only
1958,Teaching only
1959,Teaching only
1960,Teaching only
1961,Teaching only
1962,Teaching only
1963,Teaching only
1964,Teaching only
1965,Teaching only
1966,Teaching only
1967,Teaching only
1968,Teaching only
1969,Teaching only
1970,Teaching only
1971,Teaching only
1972,Teaching only
1973,Teaching only
1974,Teaching only
1975,Teaching only
1976,Teaching only
1977,Teaching only
1978,Teaching only
1979,Teaching only
1980,Teaching only
1981,Teaching only
1982,Teaching only
1983,Teaching only
1984,Teaching only
1985,Teaching only
1986,Teaching only
1987,Teaching only
1988,Teaching only
1989,Teaching only
1990,Teaching only
1991,Teaching only
1992,Teaching only
1993,Teaching only
1994,Teaching only
1995,Teaching only
1996,Teaching only
1997,Teaching only
1998,Teaching only
1999,Teaching only
2000,Teaching only
2001,Teaching only
2002,Teaching only
2003,Teaching only
2004,Teaching only
2005,Teaching only
2006,Teaching only
2007,Teaching only
2008,Teaching only
2009,Teaching only
2010,Teaching only
2011,Teaching only
2012,Teaching only
2013,Teaching only
2014,Teaching only
2015,Teaching only
2016,Teaching only
2017,Teaching only
2018,Teaching only
2019,Teaching only
2020,Teaching only
2021,Teaching only
2022,Teaching only
2023,Teaching only
2024,Teaching only
2025,Teaching only
2026,Teaching only
2027,Teaching only
2028,Teaching only
2029,Teaching only
2030,Teaching only
2031,Teaching only
2032,Teaching only
2033,Teaching only
2034,Teaching only
2035,Teaching only
2036,Teaching only
2037,Teaching only
2038,Teaching only
2039,Teaching only
2040,Teaching only
2041,Teaching only
2042,Teaching only
2043,Teaching only
2044,Teaching only
2045,Teaching only
2046,Teaching only
2047,Teaching only
2048,Teaching only
2049,Teaching only
2050,Teaching only
2051,Teaching only
2052,Teaching only
2053,Teaching only
2054,Teaching only
2055,Teaching only
2056,Teaching only
2057,Teaching only
2058,Teaching only
2059,Teaching only
2060,Teaching only
2061,Teaching only
2062,Teaching only
2063,Teaching only
2064,Teaching only
2065,Teaching only
2066,Teaching only
2067,Teaching only
2068,Teaching only
2069,Teaching only
2070,Teaching only
2071,Teaching only
2072,Teaching only
2073,Teaching only
2074,Teaching only
2075,Teaching only
2076,Teaching only
2077,Teaching only
2078,Teaching only
2079,Teaching only
2080,Teaching only
2081,Teaching only
2082,Teaching only
2083,Teaching only
2084,Teaching only
2085,Teaching only
2086,Teaching only
2087,Teaching only
2088,Teaching only
2089,Teaching only
2090,Teaching only
2091,Teaching only
2092,Teaching only
2093,Teaching only
2094,Teaching only
2095,Teaching only
2096,Teaching only
2097,Teaching only
2098,Teaching only
2099,Teaching only
2100,Teaching only
2101,Teaching only
2102,Teaching only
2103,Teaching only
2104,Teaching only
2105,Teaching only
2106,Teaching only
2107,Teaching only
2108,Teaching only
2109,Teaching only
2110,Teaching only
2111,Teaching only
2112,Teaching only
2113,Teaching only
2114,Teaching only
2115,Teaching only
2116,Teaching only
2117,Teaching only
2118,Teaching only
2119,Teaching only
2120,Teaching only
2121,Teaching only
2122,Teaching only
2123,Teaching only
2124,Teaching only
2125,Teaching only
2126,Teaching only
2127,Teaching only
2128,Teaching only
2129,Teaching only
2130,Teaching only
2131,Teaching only
2132,Teaching only
2133,Teaching only
2134,Teaching only
2135,Teaching only
2136,Teaching only
2137,Teaching only
2138,Teaching only
2139,Teaching only
2140,Teaching only
2141,Teaching only
2142,Teaching only
2143,Teaching only
2144,Teaching only
2145,Teaching only
2146,Teaching only
2147,Teaching only
2148,Teaching only
2149,Teaching only
2150,Teaching only
2151,Teaching only
2152,Teaching only
2153,Teaching only
2154,Teaching only
2155,Teaching only
2156,Teaching only
2157,Teaching only
2158,Teaching only
2159,Teaching only
2160,Teaching only
2161,Teaching only
2162,Teaching only
2163,Teaching only
2164,Teaching only
2165,Teaching only
2166,Teaching only
2167,Teaching only
2168,Teaching only
2169,Teaching only
2170,Teaching only
2171,Teaching only
2172,Teaching only
2173,Teaching only
2174,Teaching only
2175,Teaching only
2176,Teaching only
2177,Teaching only
2178,Teaching only
2179,Teaching only
2180,Teaching only
2181,Teaching only
2182,Teaching only
2183,Teaching only
2184,Teaching only
2185,Teaching only
2186,Teaching only
2187,Teaching only
2188,Teaching only
2189,Teaching only
2190,Teaching only
2191,Teaching only
2192,Teaching only
2193,Teaching only
2194,Teaching only
2195,Teaching only
2196,Teaching only
2197,Teaching only
2198,Teaching only
2199,Teaching only
2200,Teaching only
2201,Teaching only
2202,Teaching only
2203,Teaching only
2204,Teaching only
2205,Teaching only
2206,Teaching only
2207,Teaching only
2208,Teaching only
2209,Teaching only
2210,Teaching only
2211,Teaching only
2212,Teaching only
2213,Teaching only
2214,Teaching only
2215,Teaching only
2216,Teaching only
2217,Teaching only
2218,Teaching only
2219,Teaching only
2220,Teaching only
2221,Teaching only
2222,Teaching only
2223,Teaching only
2224,Teaching only
2225,Teaching only
2226,Teaching only
2227,Teaching only
2228,Teaching only
2229,Teaching only
2230,Teaching only
2231,Teaching only
2232,Teaching only
2233,Teaching only
2234,Teaching only
2235,Teaching only
2236,Teaching only
2237,Teaching only
2238,Teaching only
2239,Teaching only
2240,Teaching only
2241,Teaching only
2242,Teaching only
2243,Teaching only
2244,Teaching only
2245,Teaching only
2246,Teaching only
2247,Teaching only
2248,Teaching only
2249,Teaching only
2250,Teaching only
2251,Teaching only
2252,Teaching only
2253,Teaching only
2254,Teaching only
2255,Teaching only
2256,Teaching only
2257,Teaching only
2258,Teaching only
2259,Teaching only
2260,Teaching only
2261,Teaching only
2262,Teaching only
2263,Teaching only
2264,Teaching only
2265,Teaching only
2266,Teaching only
2267,Teaching only
2268,Teaching only
2269,Teaching only
2270,Teaching only
2271,Teaching only
2272,Teaching only
2273,Teaching only
2274,Teaching only
2275,Teaching only
2276,Teaching only
2277,Teaching only
2278,Teaching only
2279,Teaching only
2280,Teaching only
2281,Teaching only
2282,Teaching only
2283,Teaching only
2284,Teaching only
2285,Teaching only
2286,Teaching only
2287,Teaching only
2288,Teaching only
2289,Teaching only
2290,Teaching only
2291,Teaching only
2292,Teaching only
2293,Teaching only
2294,Teaching only
2295,Teaching only
2296,Teaching only
2297,Teaching only
2298,Teaching only
2299,Teaching only
2300,Teaching only
2301,Teaching only
2302,Teaching only
2303,Teaching only
2304,Teaching only
2305,Teaching only
2306,Teaching only
2307,Teaching only
2308,Teaching only
2309,Teaching only
2310,Teaching only
2311,Teaching only
2312,Teaching only
2313,Teaching only
2314,Teaching only
2315,Teaching only
2316,Teaching only
2317,Teaching only
2318,Teaching only
2319,Teaching only
2320,Teaching only
2321,Teaching only
2322,Teaching only
2323,Teaching only
2324,Teaching only
2325,Teaching only
2326,Teaching only
2327,Teaching only
2328,Teaching only
2329,Teaching only
2330,Teaching only
2331,Teaching only
2332,Teaching only
2333,Teaching only
2334,Teaching only
2335,Teaching only
2336,Teaching only
2337,Teaching only
2338,Teaching only
2339,Teaching only
2340,Teaching only
2341,Teaching only
2342,Teaching only
2343,Teaching only
2344,Teaching only
2345,Teaching only
2346,Teaching only
2347,Teaching only
2348,Teaching only
2349,Teaching only
2350,Teaching only
2351,Teaching only
2352,Teaching only
2353,Teaching only
2354,Teaching only
2355,Teaching only
2356,Teaching only
2357,Teaching only
2358,Teaching only
2359,Teaching only
2360,Teaching only
2361,Teaching only
2362,Teaching only
2363,Teaching only
2364,Teaching only
2365,Teaching only
2366,Teaching only
2367,Teaching only
2368,Teaching only
2369,Teaching only
2370,Teaching only
2371,Teaching only
2372,Teaching only
2373,Teaching only
2374,Teaching only
2375,Teaching only
2376,Teaching only
2377,Teaching only
2378,Teaching only
2379,Teaching only
2380,Teaching only
2381,Teaching only
2382,Teaching only
2383,Teaching only
2384,Teaching only
2385,Teaching only
2386,Teaching only
2387,Teaching only
2388,Teaching only
2389,Teaching only
2390,Teaching only
2391,Teaching only
2392,Teaching only
2393,Teaching only
2394,Teaching only
2395,Teaching only
2396,Teaching only
2397,Teaching only
2398,Teaching only
2399,Teaching only
2400,Teaching only
2401,Teaching only
2402,Teaching only
2403,Teaching only
2404,Teaching only
2405,Teaching only
2406,Teaching only
2407,Teaching only
2408,Teaching only
2409,Teaching only
2410,Teaching only
2411,Teaching only
2412,Teaching only
2413,Teaching only
2414,Teaching only
2415,Teaching only
2416,Teaching only
2417,Teaching only
2418,Teaching only
2419,Teaching only
2420,Teaching only
2421,Teaching only
2422,Teaching only
2423,Teaching only
2424,Teaching only
2425,Teaching only
2426,Teaching only
2427,Teaching only
